Date,Open ,High ,Low ,Close ,Volume
29-Apr-16,95.1,95.1,92.51,93.6,626257
2-May-16,96,96,92.4,93.82,444603
3-May-16,93.82,95.74,93.1,95.16,525524
4-May-16,95.55,95.9,93.82,94.35,368348
5-May-16,94.35,94.39,92.68,93.21,329074
6-May-16,93.24,93.48,91.85,92.67,407762
9-May-16,92.95,93.77,92.59,92.65,300696
10-May-16,93.05,93.57,92.11,93.3,310689
11-May-16,93.11,93.57,92.23,92.36,264027
12-May-16,92.5,92.99,89.47,90.02,704018
13-May-16,89.87,91.67,89,90.38,408026
16-May-16,90.69,94.39,90.56,93.95,558048
17-May-16,94,95,93.01,93.51,427379
18-May-16,93.69,95.21,93.51,94.77,389821
19-May-16,94.55,94.8,93.57,94.31,255367
20-May-16,94.7,95.43,94.35,95.13,292662
23-May-16,95.7,97.19,95.42,96.55,344279
24-May-16,97,98.2,96.84,98.2,320719
25-May-16,98.45,99.74,98.11,99.55,350211
26-May-16,99.85,100.73,98.64,100.54,368959
27-May-16,100.46,100.47,99.24,100.24,319515
31-May-16,100.35,100.5,98.82,99.85,382742
1-Jun-16,99.61,99.69,98.26,98.3,270135
2-Jun-16,98.03,98.03,96.63,97.79,372120
3-Jun-16,98,98.27,97.35,97.91,245771
6-Jun-16,97.92,101.89,97.55,98.62,215144
7-Jun-16,98.77,99.87,98.77,98.97,204952
8-Jun-16,99.05,99.56,98.68,98.83,185954
9-Jun-16,98.5,99.99,98.46,99.68,239960
10-Jun-16,99.5,99.5,98.48,98.95,277566
13-Jun-16,98.84,99.12,97.1,97.2,347054
14-Jun-16,96.94,98.48,96.7,97.35,293628
15-Jun-16,97.66,98.41,96.98,97.05,272950
16-Jun-16,97.14,97.75,96.07,97.59,286370
17-Jun-16,97.47,97.47,95.01,95.04,518755
20-Jun-16,95.45,96.57,95.03,95.08,319728
21-Jun-16,95.08,96.51,94.67,96.36,322425
22-Jun-16,96.05,96.89,95.35,95.8,264898
23-Jun-16,96.05,96.58,95.25,95.92,298828
24-Jun-16,93.57,94.66,92.36,93.26,609666
27-Jun-16,93,93.17,91.5,92.02,420836
28-Jun-16,92.55,93.74,92.14,93.58,366382
29-Jun-16,93.8,94.55,93.63,94.35,336191
30-Jun-16,94.35,95.77,94,95.4,324187
1-Jul-16,95.39,96.47,95.15,95.96,233492
5-Jul-16,95.8,95.8,94.46,95.03,250080
6-Jul-16,94.87,95.66,94.37,95.5,287861
7-Jul-16,95.69,96.5,95.51,95.86,224091
8-Jul-16,96.1,96.89,95.8,96.6,264340
11-Jul-16,96.95,97.65,96.74,96.91,219530
12-Jul-16,96.94,97.7,96.94,97.42,222318
13-Jul-16,97.51,97.88,96.71,96.8,238212
