,Open,High,Low,Close,Volume,ADS_Index,SP500,Mkt-RF,SMB,HML,AMZN,FB,GOOGL,NFLX,NVDA,TSLA
102,100.35,100.5,98.82,99.85,382742,-0.23246381300000002,2096.96,-0.01,0.5,-0.36,717.875,119.11,748.8625,102.9775,14.6125,422.20625
103,99.61,99.69,98.26,98.3,270135,-0.210358303,2099.33,0.2,0.65,-0.25,720.2225,118.4425,748.045,101.7775,14.3875,422.121875
104,98.03,98.03,96.63,97.79,372120,-0.18837180399999998,2105.26,0.35,0.31,-0.59,723.73,118.885,745.0875,101.2725,14.52,422.24375
105,98.0,98.27,97.35,97.91,245771,-0.16714677,2099.13,-0.38,-0.14,-0.11,726.435,118.51,738.5175,100.165,14.325,420.906875
106,97.92,101.89,97.55,98.62,215144,-0.107928804,2109.41,0.6,0.68,0.32,727.555,118.7825,733.8375,100.1925,14.2325,420.091875
107,98.77,99.87,98.77,98.97,204952,-0.089386994,2112.13,0.12,0.19,0.11,726.5175,118.4325,734.115,100.6675,14.41,419.933125
108,99.05,99.56,98.68,98.83,185954,-0.071342316,2119.12,0.37,0.45,-0.11,725.9325,118.045,739.035,99.01,14.3525,420.505625
109,98.5,99.99,98.46,99.68,239960,-0.053792425,2115.48,-0.27,-0.4,-0.22,725.7625,118.245,740.6625,97.4375,14.275,420.526875
110,99.5,99.5,98.48,98.95,277566,-0.036735037000000005,2096.07,-1.05,-0.34,-0.18,720.32,117.185,735.0,94.82,14.165,416.83125
111,98.84,99.12,97.1,97.2,347054,0.011337054,2079.06,-0.84,-0.36,0.1,714.1425,114.94,731.7025,94.2125,14.2,413.749375
112,96.94,98.48,96.7,97.35,293628,0.025654716,2075.32,-0.19,0.27,-0.71,714.74,114.3175,731.4375,94.195,14.365,413.6725
113,97.66,98.41,96.98,97.05,272950,0.038865883,2071.5,-0.11,0.25,-0.05,718.335,114.7575,733.8525,94.53,14.4725,415.36875
114,97.14,97.75,96.07,97.59,286370,0.050972274000000005,2077.99,0.24,-0.34,-0.4,713.55,113.995,726.7975,94.4975,14.5,412.21
115,97.47,97.47,95.01,95.04,518755,0.061975463,2071.22,-0.3,-0.1,0.94,709.7325,113.515,712.105,94.9525,14.83,407.57625
116,95.45,96.57,95.03,95.08,319728,0.088836816,2083.25,0.71,0.61,-0.01,713.175,113.725,710.2825,94.4725,14.68,407.91375
117,95.08,96.51,94.67,96.36,322425,0.096297132,2088.9,0.21,-0.62,0.5,715.53,114.2,709.71,92.4425,14.4175,407.970625
118,96.05,96.89,95.35,95.8,264898,0.10305973,2085.45,-0.2,-0.31,0.08,713.71,114.2575,711.7825,90.79,14.115,407.635
119,96.05,96.58,95.25,95.92,298828,0.10912549099999999,2113.32,1.45,0.5,0.43,718.8125,114.595,712.315,90.5275,14.2225,409.0625
120,93.57,94.66,92.36,93.26,609666,0.11449520199999999,2037.41,-3.7,0.15,-1.14,702.635,111.75,690.2375,88.21,14.22,398.208125
121,93.0,93.17,91.5,92.02,420836,0.126492389,2000.54,-2.07,-0.95,-0.67,691.9275,109.9275,679.445,86.2925,14.0625,391.898125
122,92.55,93.74,92.14,93.58,366382,0.128874157,2036.09,1.76,-0.39,0.14,702.5,111.08,689.0975,87.185,14.015,397.465625
123,93.8,94.55,93.63,94.35,336191,0.130294792,2070.77,1.8,0.27,-0.07,713.275,113.6725,695.665,90.235,14.075,403.211875
124,94.35,95.77,94.0,95.4,324187,0.130754479,2098.86,1.42,0.35,0.45,716.3575,114.39,699.77,92.955,14.0925,405.868125
125,95.39,96.47,95.15,95.96,233492,0.130253278,2102.95,0.24,0.53,-0.4,720.6775,114.3125,707.27,95.16,14.0875,409.355
126,95.8,95.8,94.46,95.03,250080,0.12373966,2088.55,-0.85,-0.62,-1.36,725.3025,113.6725,704.785,96.97,14.2225,410.1825
127,94.87,95.66,94.37,95.5,287861,0.12089622300000001,2099.73,0.62,0.17,-0.13,729.77,114.94,705.385,95.55,14.225,411.41125
128,95.69,96.5,95.51,95.86,224091,0.117559249,2097.9,0.02,0.35,-0.2,736.7125,116.3225,707.9825,94.69,14.2225,413.926875
129,96.1,96.89,95.8,96.6,264340,0.113728303,2129.9,1.6,0.89,0.34,740.3425,116.5975,712.8425,96.29,14.33,416.518125
130,96.95,97.65,96.74,96.91,219530,0.09939775599999999,2137.16,0.43,0.6,0.26,750.9875,117.775,724.07,95.6975,14.5475,422.1325
131,96.94,97.7,96.94,97.42,222318,0.093915681,2152.14,0.75,0.62,0.99,750.6775,118.105,732.04,95.3825,14.6525,424.05125
132,97.51,97.88,96.71,96.8,238212,0.08813550199999999,2152.43,-0.05,-0.53,0.51,747.105,117.415,731.9475,95.8275,14.585,423.07375
133,96.97,98.99,96.97,98.6,365739,0.08205646700000001,2163.75,0.51,-0.46,0.44,743.8075,117.1625,734.2075,97.455,14.6875,423.158125
134,98.81,99.3,98.38,98.5,275735,0.075677785,2161.74,-0.05,0.3,0.0,738.5875,117.05,735.6775,98.05,14.4625,422.34125
135,98.77,100.13,98.6,99.78,337379,0.054667852999999995,2166.89,0.25,-0.02,-0.12,736.3125,117.9325,744.8975,92.6925,14.5225,422.95875
136,99.45,100.01,99.25,99.92,219213,0.046947675999999994,2163.78,-0.22,-0.62,0.05,737.135,120.4375,752.2775,86.195,14.33,424.01125
137,99.84,100.46,99.73,100.18,247570,0.038856591,2173.02,0.48,0.45,-0.87,744.3225,121.46,756.3175,87.13,14.2825,427.3075
138,100.28,101.0,98.87,99.07,291687,0.030393545,2165.17,-0.38,-0.05,-0.01,745.6625,121.3775,755.27,86.8725,14.315,427.295625
139,99.25,99.3,98.31,98.38,262356,0.021557438999999998,2175.03,0.48,0.23,-0.08,746.3525,120.5575,756.5075,85.865,14.265,427.320625
140,98.66,98.84,96.92,97.06,360051,-0.007201801999999999,2168.48,-0.27,-0.02,-0.24,742.6625,120.725,757.5475,86.6175,14.255,426.888125
141,97.09,103.84,96.16,103.25,437516,-0.017512025,2169.18,0.13,0.57,0.54,739.0525,121.865,756.5875,90.185,14.1725,426.9225
142,101.86,104.67,101.86,103.44,807818,-0.028170611,2166.58,-0.14,0.58,-0.44,739.905,126.335,763.74,91.7425,14.205,430.430625
143,103.4,104.58,102.7,104.54,355843,-0.039178946,2170.06,0.18,-0.41,-0.34,754.45,127.14,786.58,92.0775,14.28,440.061875
144,104.0,104.55,103.68,104.25,252828,-0.050538462,2173.6,0.17,-0.02,0.04,754.9025,125.3275,783.0725,91.27,14.4325,438.643125
145,104.4,106.24,104.21,106.19,354232,-0.086770844,2170.84,-0.16,0.18,-0.87,761.375,123.87,797.3175,92.8025,14.5025,443.84125
146,106.0,106.3,94.66,104.44,313788,-0.099229107,2157.03,-0.7,-0.58,0.17,762.6575,123.49,799.175,93.4775,14.66,444.7
147,104.41,105.92,104.32,105.88,278348,-0.11107258800000001,2163.79,0.45,0.46,0.83,757.0625,122.8825,797.8525,93.31,14.76,442.776875
148,106.0,106.0,105.22,105.85,251298,-0.122302828,2164.25,0.05,0.08,-0.34,758.11,123.8775,798.2275,93.0225,14.725,443.309375
149,99.65,107.65,99.65,107.54,358780,-0.132921287,2182.87,0.93,0.43,0.86,764.4675,125.0925,791.5475,95.0975,14.6175,444.05125
150,107.54,108.43,107.16,108.37,262377,-0.160978609,2180.89,-0.06,0.02,0.57,766.015,125.215,806.2975,95.3825,14.6925,448.2275
151,108.41,108.94,108.01,108.67,240929,-0.16902937699999998,2181.74,0.05,-0.02,-0.32,768.7775,125.2825,807.2825,94.5775,14.4225,448.98
152,108.67,108.93,107.76,107.88,224222,-0.17648165899999999,2175.49,-0.29,-0.45,-0.13,769.1725,124.99,808.01,93.91,14.1275,449.020625
153,108.0,108.93,107.85,108.03,255257,-0.18333642100000003,2185.79,0.54,0.14,0.04,770.6075,125.0175,809.495,95.2025,14.395,450.080625
154,107.93,108.44,107.76,108.11,173485,-0.189594557,2184.05,-0.06,0.08,-0.18,770.22,124.8475,807.16,96.03,14.68,449.564375
155,108.27,109.99,108.08,109.97,239184,-0.204648955,2190.15,0.39,0.73,0.39,771.4075,124.4875,807.65,95.07,15.0175,449.65375
156,109.99,110.23,109.21,109.38,289661,-0.20838425300000002,2178.15,-0.57,-0.27,0.61,766.08,123.525,801.4975,95.0225,15.225,446.53125
157,109.63,109.64,108.34,109.24,228211,-0.211530503,2182.22,0.12,-0.55,0.25,763.4725,123.815,802.285,95.775,15.075,446.336875
158,109.35,109.6,108.95,109.21,207341,-0.21408811600000002,2187.02,0.32,0.45,0.37,763.9075,124.1575,797.7275,96.24,14.93,445.508125
159,109.02,109.69,108.36,109.42,238647,-0.216057424,2183.87,-0.11,0.12,-0.12,760.475,123.72,800.0725,95.9525,14.8875,445.055
160,109.0,109.79,107.85,108.28,238754,-0.218285377,2182.64,-0.02,0.26,-0.41,756.9575,124.0975,797.17,95.5675,14.895,443.448125
161,108.35,109.32,108.35,108.88,199823,-0.21778629800000002,2186.9,0.27,0.56,-0.01,761.5325,124.61,797.595,95.975,15.0125,444.928125
162,108.94,109.05,107.68,107.9,220797,-0.216734774,2175.44,-0.56,-0.48,0.4,757.835,123.875,794.83,95.74,14.955,443.07
163,107.97,108.05,106.67,107.59,228996,-0.215130668,2172.47,-0.08,0.19,0.48,758.08,123.6425,791.05,96.715,14.8025,442.371875
164,107.4,107.95,106.31,106.9,258976,-0.21297377,2169.04,-0.15,0.15,-0.13,763.925,124.465,791.69,97.28,14.83,444.34
165,106.7,107.44,106.29,106.62,234812,-0.20299546699999999,2180.38,0.53,-0.07,0.35,771.0575,125.6125,794.66,97.315,14.765,447.16125
166,106.59,107.1,103.5,105.99,231876,-0.198537872,2176.12,-0.14,0.1,0.31,769.965,126.0975,793.97,97.61,14.76,446.910625
167,105.92,109.17,105.64,105.99,278602,-0.19362704600000002,2170.95,-0.24,-0.39,0.14,767.6175,125.7775,790.1225,97.37,14.79,445.221875
168,106.13,106.8,105.62,106.74,221112,-0.188262349,2170.86,0.03,0.12,-0.49,769.71,126.0875,790.7375,97.4475,14.85,445.995625
169,106.75,108.0,106.74,107.75,242522,-0.183063892,2179.98,0.53,0.39,0.36,771.8125,126.375,793.75,97.405,15.0025,447.335625
170,107.96,108.3,107.51,107.86,253760,-0.166259922,2186.48,0.26,0.06,-0.53,781.0275,128.1475,803.34,98.8175,14.9125,452.833125
171,107.87,108.76,107.07,108.15,395115,-0.16310931,2186.16,0.09,0.61,0.03,787.465,130.46,807.98,99.5075,15.06,456.353125
172,108.21,108.36,105.24,105.43,495471,-0.160446954,2181.3,-0.18,-0.02,0.57,784.425,130.5575,805.0975,99.345,15.325,454.85625
173,105.39,105.72,102.79,102.79,437141,-0.158272506,2127.81,-2.47,-0.55,0.31,771.955,128.3675,795.2125,97.8975,15.5425,448.358125
174,102.01,105.8,101.8,105.71,424716,-0.15434759,2159.04,1.44,0.0,-0.47,762.6025,127.3675,789.915,97.27,15.745,444.28875
175,105.28,108.79,104.9,107.81,580498,-0.15356499699999998,2127.02,-1.48,-0.25,-0.47,765.495,127.81,790.6075,96.7975,15.76,445.1775
176,108.23,113.03,107.66,111.91,1066001,-0.15303839,2125.77,-0.08,0.11,-0.83,763.325,127.7325,791.13,97.0075,15.885,444.79875
177,111.7,115.73,111.51,115.41,857404,-0.152767699,2147.26,1.07,0.31,-0.33,764.985,128.13,795.7775,97.0975,15.8975,446.4975
178,115.53,116.13,114.04,114.94,730278,-0.152752889,2139.16,-0.36,0.33,-0.46,774.245,128.565,798.6075,98.4025,15.8975,449.955
179,115.05,116.18,113.25,113.4,445704,-0.15414841,2139.12,0.05,0.4,0.16,777.0675,129.1025,798.0475,99.01,15.985,450.806875
180,113.58,114.12,112.51,113.65,319443,-0.155264613,2139.76,-0.02,-0.21,-0.51,779.13,128.72,799.7575,98.4475,15.8975,451.51375
181,114.02,114.94,112.44,113.66,341405,-0.156839695,2163.12,1.12,0.14,0.33,785.4725,129.345,802.725,96.1575,15.6975,453.425
182,113.71,114.94,113.68,114.6,287907,-0.15887386,2177.18,0.7,0.85,-0.05,798.03,129.2825,812.02,95.2775,15.6675,458.6525
183,114.45,114.91,111.55,112.23,499746,-0.161367373,2164.69,-0.6,-0.1,-0.19,803.0675,128.27,815.7375,95.7525,15.71,460.706875
184,111.29,113.39,111.01,112.93,282796,-0.171309383,2146.1,-0.88,-0.23,-0.35,801.4775,127.4025,806.33,95.0,15.6925,457.5525
185,113.5,113.56,112.34,113.05,227742,-0.175184625,2159.93,0.64,-0.07,-0.53,808.235,128.09,804.3325,96.1325,15.62,459.1975
186,113.1,114.64,113.08,113.85,276703,-0.179360033,2171.37,0.56,0.21,1.1,822.485,128.9925,807.07,97.035,15.4475,463.895625
187,113.85,113.95,111.8,112.19,339296,-0.183836147,2151.13,-0.98,-0.42,0.54,827.725,128.6175,806.4775,97.2875,15.56,465.026875
188,111.75,113.37,111.5,113.05,348308,-0.188613552,2168.27,0.88,0.38,0.35,833.4525,128.06,803.885,97.8725,15.49,465.8175
189,112.97,113.4,112.28,112.63,201197,-0.203965075,2161.2,-0.26,-0.03,-0.13,836.675,128.51,801.7425,100.7125,15.475,466.91
190,112.52,114.31,112.3,112.89,280343,-0.20882445,2150.49,-0.46,0.04,0.09,836.5575,128.5,802.895,102.9775,15.4925,467.7325
191,114.29,114.29,112.69,113.46,202434,-0.213512982,2159.73,0.58,0.28,0.78,839.77,128.3,804.0175,104.53,15.555,469.154375
192,113.25,114.34,112.8,113.81,268599,-0.21803128,2160.77,-0.06,-0.27,0.37,844.015,128.5525,803.39,105.3275,15.52,470.32125
193,113.8,114.56,113.51,113.93,230483,-0.222379932,2153.74,-0.38,-0.51,0.16,840.9175,128.8125,800.5925,103.955,15.3725,468.569375
194,114.15,116.75,113.59,116.36,339141,-0.234375179,2163.66,0.52,0.57,0.01,842.5475,129.8325,809.4525,103.5625,15.315,471.34875
195,116.41,119.0,115.75,116.49,606482,-0.237604421,2136.73,-1.3,-0.59,0.49,835.96,129.525,812.705,101.76,15.215,469.9875
196,116.85,117.98,116.05,117.23,357782,-0.24025868399999997,2139.18,0.06,-0.23,0.37,833.325,129.055,810.91,100.27,15.3375,468.39
197,116.9,117.44,115.72,116.98,335042,-0.24233831399999997,2132.55,-0.42,-0.68,-0.63,828.515,128.0725,803.6225,99.255,15.47,464.86625
198,117.23,118.17,116.67,117.6,323966,-0.24384358,2132.98,0.01,-0.36,0.57,828.6325,127.945,805.8125,101.1275,15.5325,465.879375
199,117.64,118.0,116.78,117.8,221954,-0.245284284,2126.5,-0.29,-0.05,0.14,818.8625,127.9,807.465,109.85,15.57,466.019375
200,117.9,118.5,117.2,117.41,223413,-0.245625242,2139.6,0.6,-0.16,0.03,819.3325,128.61,817.4125,118.3075,15.7075,470.915625
201,117.08,117.85,113.8,117.03,187197,-0.246154651,2144.29,0.25,0.04,0.91,818.02,129.37,824.41,120.3125,15.8725,473.028125
202,117.22,117.38,116.33,117.17,228038,-0.24687257899999998,2141.34,-0.16,-0.03,-0.11,813.485,130.13,826.235,122.61,15.7575,473.115
203,117.17,117.26,116.28,116.54,218773,-0.247779119,2141.16,0.02,-0.12,-0.32,814.2975,131.06,825.105,125.2025,15.4825,473.91625
204,116.67,117.74,116.6,117.7,218633,-0.251238831,2151.33,0.54,0.06,-0.16,830.5175,132.965,831.865,127.695,15.4675,480.760625
205,117.96,126.32,114.56,114.95,452231,-0.251942069,2143.16,-0.46,-0.58,0.23,837.6025,132.745,827.4825,126.9025,15.3475,481.183125
206,114.35,118.18,113.31,115.54,623653,-0.252268338,2139.43,-0.23,-0.85,0.74,829.1425,131.65,823.78,126.8625,15.19,477.85875
207,115.59,115.95,114.1,114.22,325499,-0.252217682,2133.04,-0.33,-0.96,0.6,794.23,130.6375,826.525,126.7275,15.1825,469.53
208,114.0,115.3,113.45,113.61,359429,-0.251790093,2126.41,-0.29,-0.1,0.1,777.4975,131.0275,825.52,126.47,15.235,465.12875
209,113.89,114.23,113.2,113.54,249981,-0.24841828600000002,2126.15,0.02,0.02,0.14,785.8275,131.53,815.7725,125.8125,15.2275,464.735625
210,113.78,115.15,110.53,111.4,403196,-0.247457567,2111.72,-0.68,-0.35,0.17,788.8225,130.385,806.9925,124.035,15.24,462.55875
211,111.2,117.63,110.7,110.91,249790,-0.246962443,2097.94,-0.73,-0.66,0.35,780.805,123.57,790.4175,117.2975,15.0375,453.0225
212,110.74,111.46,109.43,109.65,249633,-0.24621600600000002,2088.66,-0.4,-0.47,1.02,765.8225,121.4875,782.8025,121.7825,14.7225,447.97375
213,109.83,110.25,107.71,108.8,285553,-0.24521816100000002,2085.18,-0.12,0.86,-0.43,760.8525,120.465,781.095,122.2525,14.815,446.16625
214,110.65,110.81,109.46,110.34,299727,-0.240085794,2131.52,2.23,0.2,-0.16,777.6625,122.3025,798.8475,124.4625,14.8025,455.81875
215,110.26,111.72,109.7,111.46,222325,-0.237502045,2139.56,0.4,-0.08,-0.19,786.525,123.245,808.2275,124.7,15.0875,460.674375
216,107.99,111.32,107.7,111.0,538972,-0.23471610899999998,2163.26,1.46,1.83,0.99,768.65,121.9075,798.7775,121.35,15.6175,452.67125
217,111.54,112.0,105.83,107.7,526557,-0.231727624,2167.48,0.32,1.14,1.8,755.95,121.2825,792.6475,118.7575,15.68,447.159375
218,107.5,108.87,106.5,108.52,317147,-0.22853620100000002,2164.45,0.18,2.5,-0.04,739.125,119.63,771.7625,114.68,15.905,436.299375
219,108.78,108.85,104.08,105.5,469571,-0.21706075100000002,2164.2,0.21,0.58,1.43,730.0925,116.7625,761.215,113.64,16.1775,430.4275
220,105.87,107.68,105.6,107.11,294491,-0.211372687,2180.39,0.8,-0.55,0.15,732.82,116.565,766.35,114.2125,16.4375,432.486875
221,107.11,110.23,106.3,109.99,357876,-0.204477923,2176.94,-0.12,0.3,-0.56,742.4225,116.1225,775.8275,114.02,15.83,437.098125
222,109.99,110.35,108.83,109.85,265092,-0.196375562,2187.12,0.56,0.13,-0.13,753.4825,117.0875,784.925,115.3425,15.6,442.709375
223,109.54,111.0,109.13,110.27,241981,-0.18706455100000002,2181.9,-0.16,0.56,0.39,760.2775,117.805,780.195,114.85,15.35,443.281875
224,110.2,111.99,110.0,111.8,264092,-0.152188565,2198.18,0.77,-0.26,0.08,773.145,119.765,781.6275,116.9575,15.2725,447.87375
225,112.0,112.42,111.4,111.77,234873,-0.13846209199999998,2202.94,0.31,0.54,0.58,785.9725,121.85,787.3025,118.13,15.2625,453.31375
226,111.79,111.9,110.33,111.15,253974,-0.123630374,2204.72,0.16,0.52,0.18,781.68,120.9475,781.6275,117.7725,15.345,450.506875
227,110.71,112.0,110.45,111.75,106703,-0.090643343,2213.35,0.4,-0.08,-0.24,781.8975,120.6425,780.57,117.5625,15.6325,450.168125
228,111.65,112.47,111.18,111.5,240426,-0.033031462000000004,2201.72,-0.64,-0.77,0.07,772.02,120.51,785.135,116.7825,15.6525,448.611875
229,111.53,112.03,110.07,111.46,264540,-0.012251285,2204.66,0.11,-0.36,-0.07,765.765,121.0025,789.635,117.945,15.6225,448.586875
230,111.46,112.2,110.27,110.65,329658,0.009132921,2198.81,-0.25,-0.4,2.25,758.09,119.855,783.8975,118.0775,15.665,444.98
231,110.24,110.94,109.03,109.7,329803,0.031123936,2191.08,-0.36,-0.67,2.06,746.8125,116.59,767.6875,116.6875,15.7725,436.944375
232,109.3,110.09,108.76,109.84,228876,0.053007779000000005,2191.95,0.0,0.05,-0.32,742.205,114.985,763.6225,118.9475,15.825,434.94
233,110.01,110.56,108.25,109.11,292923,0.11079109,2204.71,0.75,1.1,0.28,753.3075,116.5925,773.35,120.2125,15.845,440.865625
234,109.34,110.45,109.1,109.93,240325,0.127884265,2212.23,0.48,0.63,0.23,762.635,117.3125,778.57,122.1675,15.66,445.17125
235,110.08,111.19,108.83,110.85,273945,0.143967164,2241.35,1.26,-0.63,0.52,765.28,117.425,783.5,124.7375,15.3275,447.735625
236,110.95,112.43,110.5,112.3,242010,0.159041879,2246.19,0.36,1.15,0.59,768.9225,118.45,793.5125,124.24,15.3775,451.28125
237,112.0,114.7,111.62,113.79,313158,0.17311037,2259.53,0.46,-0.28,0.12,768.2175,119.3275,802.38,123.115,15.49,453.26
238,113.42,115.0,112.49,113.13,240091,0.20925863100000003,2256.96,-0.3,-0.94,-0.1,762.4875,118.52,807.835,122.67,15.2425,452.878125
239,113.13,115.92,113.13,115.28,377164,0.219395888,2271.72,0.6,-0.51,-0.28,770.645,119.4,814.47,123.7725,15.1,457.071875
240,115.25,116.2,114.83,115.29,305815,0.22864895600000001,2253.28,-0.82,-0.36,-0.28,773.1075,120.3875,818.895,123.6075,15.1025,458.999375
241,115.02,116.73,114.68,115.9,274888,0.237019037,2262.03,0.46,0.37,0.28,765.1275,120.765,817.4125,124.85,15.0275,457.03875
242,115.53,116.53,115.35,115.92,369310,0.244507219,2258.07,-0.22,0.05,-0.41,760.555,120.3125,813.58,125.2,15.185,454.911875
243,115.82,117.38,115.6,116.64,227410,0.261537849,2262.53,0.22,0.31,0.09,763.24,119.5725,810.5325,124.79,15.0825,454.53375
244,116.5,117.5,116.27,116.96,185960,0.26482449999999996,2270.76,0.44,0.43,0.68,770.0,119.24,814.3,125.44,15.5275,457.245
245,116.87,117.4,116.66,117.0,167686,0.266702051,2265.18,-0.24,-0.38,0.23,770.02,118.895,812.58,125.985,15.7875,456.87
246,116.0,117.06,115.64,116.0,237129,0.267170746,2260.96,-0.3,-0.75,0.25,766.6975,118.105,809.36,126.16,15.8075,455.080625
247,115.91,116.56,115.59,116.55,130076,0.266230645,2263.79,0.19,0.56,-0.51,762.4,117.1,808.14,125.715,15.7775,453.33875
248,116.55,117.8,116.49,117.26,166674,0.248850595,2268.88,0.27,0.21,0.13,767.2125,117.65,810.3625,127.085,15.6875,455.5775
249,117.38,118.02,116.2,116.65,182568,0.240670651,2249.92,-0.87,-0.27,0.09,773.745,117.5075,808.1925,127.1525,15.885,456.649375
250,116.71,117.11,116.4,116.82,134914,0.23079366399999998,2249.26,-0.04,0.13,-0.31,768.77,116.69,802.935,125.425,16.0,453.455
251,117.0,117.29,115.43,115.59,271997,0.21921834899999998,2238.83,-0.52,-0.11,0.21,758.195,115.7175,797.9525,124.615,15.9,449.12
252,116.02,116.4,114.76,116.07,266845,0.16119483699999998,2257.83,0.83,-0.11,0.08,754.505,116.3975,803.0,126.015,15.775,449.979375
253,115.97,116.51,115.69,116.0,190895,0.146505221,2270.75,0.79,0.96,-0.15,756.595,118.15,808.8025,128.4775,15.835,453.00625
254,115.85,116.87,115.77,116.7,205716,0.131943861,2269.0,-0.21,-0.86,-0.8,769.3675,120.1525,809.5425,131.6025,16.06,457.66625
255,116.57,118.16,116.0,117.84,291787,0.117508864,2276.98,0.29,-0.63,-0.31,788.39,121.9775,819.9325,131.6625,16.2775,465.490625
256,118.0,119.43,117.51,118.91,311647,0.07492462,2268.9,-0.37,-0.27,-1.04,796.925,124.1975,826.4775,130.9325,16.1525,469.633125
257,119.15,119.38,118.3,119.15,224480,0.061020829000000006,2268.9,0.16,0.97,0.56,795.26,124.795,826.7625,130.5425,15.755,469.34
258,119.11,119.93,118.6,119.75,256184,0.047297282999999996,2275.32,0.31,-0.32,0.53,796.1425,125.0325,826.9825,130.255,15.6175,469.603125
259,119.6,119.6,118.21,119.19,251892,0.033752199,2270.44,-0.3,-0.57,-0.89,805.5,126.0975,827.4675,129.735,15.6025,472.2
260,119.18,119.62,118.81,119.02,228801,0.020383813,2274.64,0.29,0.63,-0.08,816.3725,127.9225,831.575,132.1675,15.9425,477.009375
261,118.74,120.24,118.22,119.96,311195,-0.031420693,2267.89,-0.49,-0.86,-0.59,811.1075,128.045,827.1375,134.0025,16.04,475.073125
262,120.0,120.5,119.71,119.98,211177,-0.043812743,2271.89,0.24,0.17,0.24,809.06,127.87,828.61,138.5125,16.065,476.013125
263,119.91,120.25,119.12,119.83,215633,-0.055938019000000005,2263.69,-0.38,-0.5,-0.04,809.6,127.8825,827.8675,141.1675,16.0725,476.629375
264,119.79,120.45,119.5,120.04,278012,-0.067798098,2271.31,0.33,0.06,0.18,810.4475,127.575,827.445,138.965,16.0125,476.108125
265,119.5,120.81,119.5,120.19,193253,-0.10198440199999999,2265.2,-0.29,-0.02,-0.3,812.1075,127.9975,836.8925,138.0225,15.9875,478.755
266,119.5,120.1,118.91,119.98,213152,-0.11372375400000001,2280.07,0.83,0.68,0.8,820.2325,129.205,847.36,138.905,15.685,483.925625
267,120.1,122.1,120.1,121.85,295955,-0.12594838,2298.37,0.84,0.15,0.35,831.4025,130.4975,855.38,140.1075,15.5425,489.346875
268,122.0,122.44,121.6,121.92,219394,-0.138659869,2296.68,-0.1,-0.62,0.38,837.4875,132.175,846.9575,139.5675,15.51,489.046875
269,121.87,122.35,121.02,121.55,183930,-0.151859875,2294.69,-0.12,0.03,-0.66,835.2125,132.0375,847.8825,140.7175,15.58,488.9625
270,121.03,121.9,120.66,121.85,282059,-0.193847517,2280.9,-0.68,-0.72,-0.41,828.4125,131.2425,831.295,140.96,15.955,482.9775
271,121.35,125.61,119.06,125.02,458691,-0.208347472,2278.87,0.0,0.88,-0.55,825.25,130.79,820.6275,140.8375,15.6225,479.37625
272,124.5,130.49,124.5,128.81,1024125,-0.223234111,2279.55,0.04,-0.05,0.02,830.415,133.34,819.2625,140.815,15.655,480.958125
273,128.5,129.39,127.78,128.05,299431,-0.23841408,2280.85,-0.02,-0.26,-0.31,820.61,132.4275,816.9325,139.83,15.4575,477.45
274,128.04,129.2,128.04,129.19,214409,-0.252693522,2297.42,0.82,0.55,0.64,809.0025,131.24,821.17,139.87,15.4475,475.320625
275,129.0,130.5,128.67,130.27,242884,-0.289696611,2292.56,-0.27,-0.57,-0.2,808.2175,131.395,818.9575,140.4075,15.5475,474.744375
276,130.25,132.09,129.95,131.48,331881,-0.299383199,2293.08,-0.01,-0.3,-0.51,810.9175,132.1375,826.81,142.6,15.29,478.11625
277,131.65,132.22,131.2,132.1,192381,-0.30761916100000003,2294.67,0.06,-0.24,-0.53,816.6575,133.0075,830.075,144.165,15.935,480.97625
278,131.97,132.47,131.12,132.45,241670,-0.314405568,2307.87,0.72,0.71,0.02,821.635,134.1525,830.3875,144.445,16.12,482.655
279,132.48,132.94,131.85,132.05,179836,-0.31974330300000003,2316.1,0.38,0.39,0.12,824.875,134.2775,833.845,144.6375,16.9825,484.40875
280,132.4,133.82,131.79,133.39,209620,-0.32717843399999996,2328.25,0.49,-0.32,0.32,834.0225,134.235,838.585,144.31,17.365,487.788125
281,133.07,135.49,133.0,135.44,283579,-0.327063615,2337.58,0.45,-0.23,0.33,835.345,133.695,839.3575,142.06,17.6025,487.614375
282,135.7,136.37,134.62,135.58,309935,-0.325730868,2349.25,0.54,0.19,-0.44,839.5075,133.55,839.15,141.43,17.89,488.409375
283,135.65,136.02,134.83,135.3,200902,-0.323180019,2347.22,-0.16,-0.21,-0.03,843.175,133.5175,839.185,141.825,18.0625,489.425625
284,135.49,135.83,134.8,135.67,207246,-0.319410738,2351.16,0.2,-0.01,-0.57,843.5775,133.5475,843.57,141.9575,18.4,490.663125
285,136.02,136.75,135.4,136.68,203753,-0.292329889,2365.38,0.6,-0.04,0.13,851.6975,133.6575,849.33,142.54,18.745,494.30625
286,136.65,137.41,136.11,137.19,178552,-0.283206935,2362.82,-0.15,-0.38,0.11,855.8275,135.0125,849.4975,143.1075,18.8075,495.86125
287,137.16,137.5,136.3,136.45,185974,-0.273295419,2363.81,-0.11,-0.68,0.26,854.465,135.5075,849.0875,143.145,18.84,495.55125
288,136.15,136.69,134.62,136.63,197658,-0.26259405199999997,2367.34,0.15,0.04,-0.92,843.8175,134.9225,846.69,142.4175,18.7625,491.961875
